,venue,latitude,longitude,category,center_lat,center_long,center_dist
0,Farmer's Daughters',43.100435943197034,-73.65140916112152,Ice Cream,43.113489964343394,-73.67541113203539,
1,Saratoga Photobooth Company,43.107583,-73.667347,Event Services,43.113489964343394,-73.67541113203539,
2,Schuyler Park,43.100723168859005,-73.6531006753235,Baseball Field,43.113489964343394,-73.67541113203539,
3,HomeOwner-Helper,43.100733,-73.6981349,Construction,43.113489964343394,-73.67541113203539,
4,Lynn's Country Cafe,43.099279,-73.653703,Bakery,43.113489964343394,-73.67541113203539,
5,Schuyler Pond,43.092099,-73.680177,Antiques,43.113489964343394,-73.67541113203539,
0,CVS pharmacy,43.123904203509376,-73.73237795816651,Pharmacy,43.113841508731745,-73.7061315014156,
1,Stewart's Shops,43.12002508,-73.72589176,Convenience Store,43.113841508731745,-73.7061315014156,
2,Creative Caterers,43.108540000000005,-73.719305,Food,43.113841508731745,-73.7061315014156,
3,Primo,43.12010085925689,-73.72246425138009,Pizza,43.113841508731745,-73.7061315014156,
4,HomeOwner-Helper,43.100733,-73.6981349,Construction,43.113841508731745,-73.7061315014156,
5,Jones & 50 Wine & Liquor,43.12000978747662,-73.72575710932298,Liquor Store,43.113841508731745,-73.7061315014156,
0,Chipotle Mexican Grill,43.10386429442525,-73.7412460149917,Mexican,43.11418480782075,-73.7368524173167,
1,Osaka Sushi House,43.10828086871804,-73.7380480004221,Sushi,43.11418480782075,-73.7368524173167,
2,Benson's Pet Shop,43.106868,-73.736914,Pet Store,43.11418480782075,-73.7368524173167,
3,Moe's Southwest Grill,43.10802984060483,-73.73816313406117,Mexican,43.11418480782075,-73.7368524173167,
4,Healthy Living Market and Cafe,43.10280721652092,-73.7388184092642,Supermarket,43.11418480782075,-73.7368524173167,
5,T.J. Maxx,43.1079828,-73.7389709,Department Store,43.11418480782075,-73.7368524173167,
6,Bed Bath & Beyond,43.1063648,-73.74159420000002,Furniture / Home,43.11418480782075,-73.7368524173167,
7,Hattie's Chicken Shack,43.103888,-73.741483,Fried Chicken,43.11418480782075,-73.7368524173167,
8,Ninety Nine Restaurant,43.105357,-73.739621,American,43.11418480782075,-73.7368524173167,
9,TGI Fridays,43.105377,-73.74188000000002,American,43.11418480782075,-73.7368524173167,
10,Panera Bread,43.10656741304688,-73.74012193176895,Bakery,43.11418480782075,-73.7368524173167,
11,Saratoga Regional YMCA - Wilton Branch,43.1057559207088,-73.75000654941685,Gym / Fitness,43.11418480782075,-73.7368524173167,
12,Five Guys,43.10407939733499,-73.74128362676647,Burgers,43.11418480782075,-73.7368524173167,
13,Bath & Body Works,43.102089823618336,-73.7375561025603,Cosmetics,43.11418480782075,-73.7368524173167,
14,Victoria's Secret PINK,43.10218292140998,-73.73755751201426,Lingerie,43.11418480782075,-73.7368524173167,
15,Ulta Beauty,43.1034262,-73.73811740000002,Cosmetics,43.11418480782075,-73.7368524173167,
16,Victoria's Secret,43.10191,-73.73830799999998,Lingerie,43.11418480782075,-73.7368524173167,
17,PetSmart,43.0993467,-73.7432517,Pet Store,43.11418480782075,-73.7368524173167,
18,Eastern Mountain Sports,43.10677560174947,-73.74152613730743,Sporting Goods,43.11418480782075,-73.7368524173167,
19,Gavin Park,43.118820409117745,-73.74985137658372,Park,43.11418480782075,-73.7368524173167,
20,Jersey Mike's Subs,43.104112,-73.74114200000002,Sandwiches,43.11418480782075,-73.7368524173167,
21,Zumiez,43.10166574106185,-73.7375217699485,Apparel,43.11418480782075,-73.7368524173167,
22,Menchie's,43.1073776433756,-73.73954860022602,Yogurt,43.11418480782075,-73.7368524173167,
23,Barnes & Noble,43.101210499510564,-73.74487618349727,Bookstore,43.11418480782075,-73.7368524173167,
24,American Eagle Outfitters,43.1024,-73.737039,Apparel,43.11418480782075,-73.7368524173167,
25,Planet Fitness - Temporarily Closed,43.10232346947643,-73.73834648937999,Gym / Fitness,43.11418480782075,-73.7368524173167,
26,EXPRESS,43.101889,-73.738004,Apparel,43.11418480782075,-73.7368524173167,
27,Market32,43.10278947993603,-73.74265634396555,Grocery Store,43.11418480782075,-73.7368524173167,
28,Bow Tie Cinemas,43.101554698606655,-73.73747143829047,Movie Theater,43.11418480782075,-73.7368524173167,
29,Caputo's Pizzeria,43.09949555342101,-73.7420814070078,Pizza,43.11418480782075,-73.7368524173167,
30,BJ's Wholesale Club,43.09988517601328,-73.73598038925064,Warehouse Store,43.11418480782075,-73.7368524173167,
31,Auntie Anne's,43.10209717918593,-73.73760892101531,Snacks,43.11418480782075,-73.7368524173167,
32,Lowe's,43.1051638,-73.7461469,Hardware,43.11418480782075,-73.7368524173167,
33,Friendly's,43.105804,-73.739097,Restaurant,43.11418480782075,-73.7368524173167,
34,Starbucks,43.102771,-73.74216,Coffee Shop,43.11418480782075,-73.7368524173167,
35,Pixie Stix,43.10215958558332,-73.73764454606203,Coffee Shop,43.11418480782075,-73.7368524173167,
36,Comfort Inn & Suites,43.103344,-73.7513895,Hotel,43.11418480782075,-73.7368524173167,
37,Golden Corral,43.10241096955996,-73.75078986098714,Buffet,43.11418480782075,-73.7368524173167,
38,SUBWAY,43.1040778,-73.7484515,Sandwiches,43.11418480782075,-73.7368524173167,
39,Hot Topic,43.10195543036693,-73.73755230704099,Apparel,43.11418480782075,-73.7368524173167,
40,Target,43.099386338869984,-73.74380999510059,Big Box Store,43.11418480782075,-73.7368524173167,
41,DICK'S Sporting Goods,43.10369571563835,-73.73768488861936,Sporting Goods,43.11418480782075,-73.7368524173167,
42,Yankee Candle,43.102156,-73.738192,Gift Shop,43.11418480782075,-73.7368524173167,
43,Forever 21,43.10213987494286,-73.73750101484427,Apparel,43.11418480782075,-73.7368524173167,
44,GameStop,43.099789438484976,-73.74204704091645,Video Games,43.11418480782075,-73.7368524173167,
45,Pac Sun,43.102153056868325,-73.73799585540645,Apparel,43.11418480782075,-73.7368524173167,
46,Kohl's,43.096103,-73.74458800000002,Department Store,43.11418480782075,-73.7368524173167,
47,CVS pharmacy,43.123904203509376,-73.73237795816651,Pharmacy,43.11418480782075,-73.7368524173167,
48,Sunglass Hut,43.1020809,-73.73761440000001,Accessories,43.11418480782075,-73.7368524173167,
49,Supercuts,43.099888257026265,-73.74217022873074,Salon / Barbershop,43.11418480782075,-73.7368524173167,
50,McGregor Links Country Club,43.13358555357328,-73.75100631186803,Golf Course,43.11418480782075,-73.7368524173167,
51,The Childrens Place,43.10289063922728,-73.7377385208742,Kids Store,43.11418480782075,-73.7368524173167,
52,Hannaford Supermarket,43.0968971,-73.7467575,Supermarket,43.11418480782075,-73.7368524173167,
53,GNC,43.09991748839673,-73.7419080734253,Supplement Shop,43.11418480782075,-73.7368524173167,
54,Maurices,43.102156,-73.738192,Women's Store,43.11418480782075,-73.7368524173167,
55,Home Goods,43.10223321073312,-73.73913224235628,Furniture / Home,43.11418480782075,-73.7368524173167,
56,Walmart Pharmacy,43.1027788336795,-73.750239036837,Pharmacy,43.11418480782075,-73.7368524173167,
57,BWP Your Local Bar & Grille,43.09437493037422,-73.74340404106769,American,43.11418480782075,-73.7368524173167,
58,Denny's,43.09767502153361,-73.74761313199997,Breakfast,43.11418480782075,-73.7368524173167,
59,Red Robin Gourmet Burgers and Brews,43.09899783,-73.74959172,Restaurant,43.11418480782075,-73.7368524173167,
60,Citizens Bank Supermarket Branch,43.09682697554568,-73.747082054615,Bank,43.11418480782075,-73.7368524173167,
61,Stewart's Shops,43.12002508,-73.72589176,Convenience Store,43.11418480782075,-73.7368524173167,
62,Hess Express,43.09854093424117,-73.75000742775836,Gas Station,43.11418480782075,-73.7368524173167,
63,Dunkin',43.1001782,-73.7486876,Donuts,43.11418480782075,-73.7368524173167,
64,Jones & 50 Wine & Liquor,43.12000978747662,-73.72575710932298,Liquor Store,43.11418480782075,-73.7368524173167,
65,Primo,43.12010085925689,-73.72246425138009,Pizza,43.11418480782075,-73.7368524173167,
66,Walmart Supercenter,43.104011473797904,-73.74898373424425,Big Box Store,43.11418480782075,-73.7368524173167,
67,Creative Caterers,43.10854000000001,-73.719305,Food,43.11418480782075,-73.7368524173167,
68,Taco Bell,43.099506235380176,-73.7490231449371,Fast Food,43.11418480782075,-73.7368524173167,
69,Hannaford Pharmacy,43.09678192889447,-73.747082054615,Pharmacy,43.11418480782075,-73.7368524173167,
70,APlus at Sunoco,43.098889826742756,-73.74823607391393,Coffee Shop,43.11418480782075,-73.7368524173167,
71,Danielle's Bridal,43.094592,-73.744442,Bridal,43.11418480782075,-73.7368524173167,
72,Saratoga Book Warehouse,43.09384928528215,-73.74034158224238,Bookstore,43.11418480782075,-73.7368524173167,
73,Uptown Cafe,43.092411,-73.74340699999998,Tea Room,43.11418480782075,-73.7368524173167,
74,KFC,43.099540198448935,-73.74922230303486,Fried Chicken,43.11418480782075,-73.7368524173167,
75,Burger King,43.0981758,-73.750436,Fast Food,43.11418480782075,-73.7368524173167,
76,McDonald's,43.0982545,-73.7483908,Fast Food,43.11418480782075,-73.7368524173167,
0,Minogue's Beverage Center,43.12003634326396,-73.76826313707906,Liquor Store,43.11451986121048,-73.7675738667791,
1,Dairy Haus,43.10323889688475,-73.77200084212544,Ice Cream,43.11451986121048,-73.7675738667791,
2,Triangle Diner,43.096070403657826,-73.77221162243106,Diner,43.11451986121048,-73.7675738667791,
3,Saratoga Regional YMCA - Wilton Branch,43.1057559207088,-73.75000654941685,Gym / Fitness,43.11451986121048,-73.7675738667791,
4,Chipotle Mexican Grill,43.10386429442525,-73.7412460149917,Mexican,43.11451986121048,-73.7675738667791,
5,Arthur Zankel Music Center,43.095834699230146,-73.7823906341733,Theater,43.11451986121048,-73.7675738667791,
6,Gavin Park,43.118820409117745,-73.74985137658372,Park,43.11451986121048,-73.7675738667791,
7,Osaka Sushi House,43.10828086871804,-73.7380480004221,Sushi,43.11451986121048,-73.7675738667791,
8,Nove,43.13585651316833,-73.76977878374366,Italian,43.11451986121048,-73.7675738667791,
9,Bed Bath & Beyond,43.1063648,-73.74159420000002,Furniture / Home,43.11451986121048,-73.7675738667791,
10,Hattie's Chicken Shack,43.103888,-73.741483,Fried Chicken,43.11451986121048,-73.7675738667791,
11,Moe's Southwest Grill,43.10802984060483,-73.73816313406117,Mexican,43.11451986121048,-73.7675738667791,
12,SUBWAY,43.11984970557461,-73.7684265470844,Sandwiches,43.11451986121048,-73.7675738667791,
13,TGI Fridays,43.105377000000004,-73.74188000000002,American,43.11451986121048,-73.7675738667791,
14,T.J. Maxx,43.107982799999995,-73.7389709,Department Store,43.11451986121048,-73.7675738667791,
15,Cumberland Farms,43.113334,-73.771218,Convenience Store,43.11451986121048,-73.7675738667791,
16,Comfort Inn & Suites,43.103344,-73.7513895,Hotel,43.11451986121048,-73.7675738667791,
17,Five Guys,43.10407939733499,-73.74128362676647,Burgers,43.11451986121048,-73.7675738667791,
18,Ninety Nine Restaurant,43.105357,-73.739621,American,43.11451986121048,-73.7675738667791,
19,Golden Corral,43.10241096955996,-73.75078986098714,Buffet,43.11451986121048,-73.7675738667791,
20,Panera Bread,43.10656741304688,-73.74012193176895,Bakery,43.11451986121048,-73.7675738667791,
21,Barnes & Noble,43.101210499510564,-73.74487618349727,Bookstore,43.11451986121048,-73.7675738667791,
22,Dunkin',43.12326510000001,-73.768801,Donuts,43.11451986121048,-73.7675738667791,
23,Lowe's,43.1051638,-73.7461469,Hardware,43.11451986121048,-73.7675738667791,
24,SUBWAY,43.1040778,-73.7484515,Sandwiches,43.11451986121048,-73.7675738667791,
25,Eastern Mountain Sports,43.10677560174947,-73.74152613730743,Sporting Goods,43.11451986121048,-73.7675738667791,
26,Jersey Mike's Subs,43.104112,-73.74114200000002,Sandwiches,43.11451986121048,-73.7675738667791,
27,Market32,43.10278947993603,-73.74265634396555,Grocery Store,43.11451986121048,-73.7675738667791,
28,Starbucks,43.102771000000004,-73.74216,Coffee Shop,43.11451986121048,-73.7675738667791,
29,Walmart Pharmacy,43.1027788336795,-73.750239036837,Pharmacy,43.11451986121048,-73.7675738667791,
30,Menchie's,43.1073776433756,-73.73954860022602,Yogurt,43.11451986121048,-73.7675738667791,
31,Stewart's Shops,43.12370520473687,-73.76743347707203,Convenience Store,43.11451986121048,-73.7675738667791,
32,CVS pharmacy,43.12373658677734,-73.7689287358486,Pharmacy,43.11451986121048,-73.7675738667791,
33,Walgreens,43.1016636,-73.746723,Pharmacy,43.11451986121048,-73.7675738667791,
34,Red Robin Gourmet Burgers and Brews,43.09899783,-73.74959172,Restaurant,43.11451986121048,-73.7675738667791,
35,Denny's,43.09767502153361,-73.74761313199997,Breakfast,43.11451986121048,-73.7675738667791,
36,Residence Inn Saratoga Springs,43.094848808770095,-73.75424891710281,Hotel,43.11451986121048,-73.7675738667791,
37,Stewart's Shops,43.09236701,-73.77268017,Convenience Store,43.11451986121048,-73.7675738667791,
38,Sunny Wok,43.10819556190797,-73.73808845906899,Chinese,43.11451986121048,-73.7675738667791,
39,Hess Express,43.09854093424117,-73.75000742775836,Gas Station,43.11451986121048,-73.7675738667791,
40,Dunkin',43.1001782,-73.7486876,Donuts,43.11451986121048,-73.7675738667791,
41,Walmart Supercenter,43.104011473797904,-73.74898373424425,Big Box Store,43.11451986121048,-73.7675738667791,
42,Paddocks Fitness Center,43.113621613393256,-73.74474889633754,Gym,43.11451986121048,-73.7675738667791,
43,Zieker Eye,43.132560999999995,-73.766446,Optical,43.11451986121048,-73.7675738667791,
44,APlus at Sunoco,43.098889826742756,-73.74823607391393,Coffee Shop,43.11451986121048,-73.7675738667791,
0,Arthur Zankel Music Center,43.095834699230146,-73.7823906341733,Theater,43.11484666851055,-73.79829583684166,
1,Frances Young Tang Teaching Museum & Art Gallery,43.09551325198154,-73.78578527650231,Arts,43.11484666851055,-73.79829583684166,
2,Dairy Haus,43.10323889688475,-73.77200084212544,Ice Cream,43.11484666851055,-73.79829583684166,
3,SUBWAY,43.11984970557461,-73.7684265470844,Sandwiches,43.11484666851055,-73.79829583684166,
4,Cumberland Farms,43.113334,-73.771218,Convenience Store,43.11484666851055,-73.79829583684166,
5,Dining Hall,43.0977772412926,-73.78644982042145,Food,43.11484666851055,-73.79829583684166,
6,Hewitt's Garden Center,43.11904520869772,-73.77023701855741,Garden Center,43.11484666851055,-73.79829583684166,
7,Method Pilates,43.1111793,-73.76993390000001,Dance Studio,43.11484666851055,-73.79829583684166,
8,Freihoffer Bakery Outlet,43.11781216666667,-73.76924,Bakery,43.11484666851055,-73.79829583684166,
0,Stewart's,43.123050036277675,-73.84684746300277,Food & Drink,43.11516522934018,-73.82901831454194,
1,Frog's Jump Stables,43.117585999999996,-73.811077,Stables,43.11516522934018,-73.82901831454194,
2,Fierro's Pizza & Deli,43.122619395533206,-73.8469345417777,Pizza,43.11516522934018,-73.82901831454194,
3,Saratoga Kyokushin & Alliance Jiu-Jitsu,43.096409,-73.84164100000002,Martial Arts,43.11516522934018,-73.82901831454194,
4,Saratoga Farmstead B&B,43.09439915673069,-73.82410990307551,B & B,43.11516522934018,-73.82901831454194,
0,Stewart's,43.123050036277675,-73.84684746300277,Food & Drink,43.1154755433282,-73.85974128691603,
1,Fierro's Pizza & Deli,43.122619395533206,-73.8469345417777,Pizza,43.1154755433282,-73.85974128691603,
0,Engine 82 House,43.11959999362111,-73.90997283520662,Bar,43.115777610113014,-73.89046474099888,
1,Whispering Pines Campsites & RV Park,43.120367,-73.910883,Campground,43.115777610113014,-73.89046474099888,
0,Whispering Pines Campsites & RV Park,43.120367,-73.910883,Campground,43.11607142934266,-73.92118866382398,
1,Nick 's little engine shop,43.117469787597656,-73.90808868408203,Other Repair,43.11607142934266,-73.92118866382398,
2,Pool heaven,43.10217,-73.94412,Harbor / Marina,43.11607142934266,-73.92118866382398,
0,Saratoga Apple,43.105294784423535,-73.5896717847454,Farmer's Market,43.093084632057945,-73.59905724974394,
1,Clarks Steakhouse,43.099900575481605,-73.58111427843706,Steakhouse,43.093084632057945,-73.59905724974394,
2,Subway,43.104238433503895,-73.58400070874745,Sandwiches,43.093084632057945,-73.59905724974394,
3,Dollar General,43.104095,-73.58629,Discount Store,43.093084632057945,-73.59905724974394,
4,Stewart's Shops,43.1012205699788,-73.58059303679893,Convenience Store,43.093084632057945,-73.59905724974394,
5,Cumberland Farms,43.103845034856604,-73.58018830418592,Convenience Store,43.093084632057945,-73.59905724974394,
6,Amigo's Cantina,43.100039570888214,-73.58148172629727,Burritos,43.093084632057945,-73.59905724974394,
7,Victory Woods Trails,43.09844569980515,-73.59341469069909,Park,43.093084632057945,-73.59905724974394,
8,Fish Creek,43.08524708752897,-73.59643936467691,Fishing Spot,43.093084632057945,-73.59905724974394,
9,Badger's Cigar Den,43.099476,-73.581168,Smoke Shop,43.093084632057945,-73.59905724974394,
10,Old Saratoga Wine & Spirits,43.099643,-73.580658,Wine Shop,43.093084632057945,-73.59905724974394,
11,Olde Saratoga Mercantile,43.108185,-73.60131899999998,Convenience Store,43.093084632057945,-73.59905724974394,
12,Schuylerville Pizza & Pasta,43.104064,-73.581393,Sandwiches,43.093084632057945,-73.59905724974394,
13,The Kitchen At Dovegate Inn,43.102597705102795,-73.57984336678722,American,43.093084632057945,-73.59905724974394,
14,Mountain Top Seamless Gutters Inc.,43.09141200000001,-73.628736,Construction,43.093084632057945,-73.59905724974394,
0,Farmer's Daughters',43.10043594319704,-73.6514091611215,Ice Cream,43.09345653591219,-73.62976645861285,
1,just meats,43.10595387047162,-73.62682740553264,Deli / Bodega,43.09345653591219,-73.62976645861285,
2,Adirondack Train & Hobby,43.10389298,-73.64030255,Hobbies,43.09345653591219,-73.62976645861285,
3,Schuyler Park,43.100723168859005,-73.6531006753235,Baseball Field,43.09345653591219,-73.62976645861285,
0,Farmer's Daughters',43.10043594319704,-73.6514091611215,Ice Cream,43.093820201087894,-73.66047624571213,
1,Schuyler Park,43.100723168859005,-73.6531006753235,Baseball Field,43.093820201087894,-73.66047624571213,
2,Adirondack Train & Hobby,43.10389298,-73.64030255,Hobbies,43.093820201087894,-73.66047624571213,
3,Lance Plumbing,43.07467800000001,-73.655491,Construction,43.093820201087894,-73.66047624571213,
0,Harvest and Hearth,43.07367125844457,-73.6953300173177,Pizza,43.09417562716153,-73.69118659810114,
1,HomeOwner-Helper,43.100733,-73.6981349,Construction,43.09417562716153,-73.69118659810114,
2,Memphis Smoke House at Mr. Ed's,43.087540000000004,-73.708609,BBQ,43.09417562716153,-73.69118659810114,
3,Mr Eds Ice Cream,43.08752159318379,-73.70876929439113,BBQ,43.09417562716153,-73.69118659810114,
4,Kayak Shak,43.07376134988592,-73.69522749920488,Lake,43.09417562716153,-73.69118659810114,
5,Chameleon,43.073602,-73.694626,Food,43.09417562716153,-73.69118659810114,
6,Fish Creek Marina,43.07347191495197,-73.69578610247605,Harbor / Marina,43.09417562716153,-73.69118659810114,
0,Healthy Living Market and Cafe,43.10280721652092,-73.7388184092642,Supermarket,43.0945228137193,-73.72189750283763,
1,Chipotle Mexican Grill,43.10386429442525,-73.7412460149917,Mexican,43.0945228137193,-73.72189750283763,
2,Benson's Pet Shop,43.106868,-73.736914,Pet Store,43.0945228137193,-73.72189750283763,
3,Bath & Body Works,43.102089823618336,-73.7375561025603,Cosmetics,43.0945228137193,-73.72189750283763,
4,Victoria's Secret PINK,43.10218292140998,-73.73755751201426,Lingerie,43.0945228137193,-73.72189750283763,
5,Osaka Sushi House,43.10828086871804,-73.7380480004221,Sushi,43.0945228137193,-73.72189750283763,
6,PetSmart,43.0993467,-73.7432517,Pet Store,43.0945228137193,-73.72189750283763,
7,Victoria's Secret,43.10191,-73.73830799999998,Lingerie,43.0945228137193,-73.72189750283763,
8,Hattie's Chicken Shack,43.103888,-73.741483,Fried Chicken,43.0945228137193,-73.72189750283763,
9,BJ's Wholesale Club,43.09988517601328,-73.73598038925064,Warehouse Store,43.0945228137193,-73.72189750283763,
10,Ulta Beauty,43.1034262,-73.73811740000002,Cosmetics,43.0945228137193,-73.72189750283763,
11,Moe's Southwest Grill,43.10802984060483,-73.73816313406117,Mexican,43.0945228137193,-73.72189750283763,
12,Bed Bath & Beyond,43.1063648,-73.74159420000002,Furniture / Home,43.0945228137193,-73.72189750283763,
13,Ninety Nine Restaurant,43.105357,-73.739621,American,43.0945228137193,-73.72189750283763,
14,Zumiez,43.10166574106185,-73.7375217699485,Apparel,43.0945228137193,-73.72189750283763,
15,Five Guys,43.10407939733499,-73.74128362676647,Burgers,43.0945228137193,-73.72189750283763,
16,T.J. Maxx,43.107982799999995,-73.7389709,Department Store,43.0945228137193,-73.72189750283763,
17,TGI Fridays,43.105377000000004,-73.74188000000002,American,43.0945228137193,-73.72189750283763,
18,Caputo's Pizzeria,43.09949555342101,-73.7420814070078,Pizza,43.0945228137193,-73.72189750283763,
19,Bow Tie Cinemas,43.101554698606655,-73.73747143829047,Movie Theater,43.0945228137193,-73.72189750283763,
20,American Eagle Outfitters,43.1024,-73.737039,Apparel,43.0945228137193,-73.72189750283763,
21,EXPRESS,43.101889,-73.738004,Apparel,43.0945228137193,-73.72189750283763,
22,Panera Bread,43.10656741304688,-73.74012193176895,Bakery,43.0945228137193,-73.72189750283763,
23,Planet Fitness - Temporarily Closed,43.10232346947643,-73.73834648937999,Gym / Fitness,43.0945228137193,-73.72189750283763,
24,Auntie Anne's,43.10209717918593,-73.73760892101531,Snacks,43.0945228137193,-73.72189750283763,
25,Barnes & Noble,43.101210499510564,-73.74487618349727,Bookstore,43.0945228137193,-73.72189750283763,
26,Pixie Stix,43.10215958558332,-73.73764454606203,Coffee Shop,43.0945228137193,-73.72189750283763,
27,Kohl's,43.096103,-73.74458800000002,Department Store,43.0945228137193,-73.72189750283763,
28,Jersey Mike's Subs,43.104112,-73.74114200000002,Sandwiches,43.0945228137193,-73.72189750283763,
29,Market32,43.10278947993603,-73.74265634396555,Grocery Store,43.0945228137193,-73.72189750283763,
30,Hot Topic,43.10195543036693,-73.73755230704099,Apparel,43.0945228137193,-73.72189750283763,
31,Target,43.099386338869984,-73.74380999510059,Big Box Store,43.0945228137193,-73.72189750283763,
32,Starbucks,43.102771000000004,-73.74216,Coffee Shop,43.0945228137193,-73.72189750283763,
33,GameStop,43.099789438484976,-73.74204704091645,Video Games,43.0945228137193,-73.72189750283763,
34,Eastern Mountain Sports,43.10677560174947,-73.74152613730743,Sporting Goods,43.0945228137193,-73.72189750283763,
35,Forever 21,43.10213987494286,-73.73750101484427,Apparel,43.0945228137193,-73.72189750283763,
36,Yankee Candle,43.102156,-73.738192,Gift Shop,43.0945228137193,-73.72189750283763,
37,Hannaford Supermarket,43.0968971,-73.7467575,Supermarket,43.0945228137193,-73.72189750283763,
38,Pac Sun,43.102153056868325,-73.73799585540645,Apparel,43.0945228137193,-73.72189750283763,
39,Supercuts,43.099888257026265,-73.74217022873074,Salon / Barbershop,43.0945228137193,-73.72189750283763,
40,BWP Your Local Bar & Grille,43.09437493037422,-73.74340404106769,American,43.0945228137193,-73.72189750283763,
41,DICK'S Sporting Goods,43.10369571563835,-73.73768488861936,Sporting Goods,43.0945228137193,-73.72189750283763,
42,GNC,43.09991748839673,-73.7419080734253,Supplement Shop,43.0945228137193,-73.72189750283763,
43,Friendly's,43.105804,-73.739097,Restaurant,43.0945228137193,-73.72189750283763,
44,Menchie's,43.1073776433756,-73.73954860022602,Yogurt,43.0945228137193,-73.72189750283763,
45,Lowe's,43.1051638,-73.7461469,Hardware,43.0945228137193,-73.72189750283763,
46,Home Goods,43.10223321073312,-73.73913224235628,Furniture / Home,43.0945228137193,-73.72189750283763,
47,SUBWAY,43.1040778,-73.7484515,Sandwiches,43.0945228137193,-73.72189750283763,
48,Walmart Pharmacy,43.1027788336795,-73.750239036837,Pharmacy,43.0945228137193,-73.72189750283763,
49,Red Robin Gourmet Burgers and Brews,43.09899783,-73.74959172,Restaurant,43.0945228137193,-73.72189750283763,
50,Hess Express,43.09854093424117,-73.75000742775836,Gas Station,43.0945228137193,-73.72189750283763,
51,Dunkin',43.1001782,-73.7486876,Donuts,43.0945228137193,-73.72189750283763,
52,Taco Bell,43.099506235380176,-73.7490231449371,Fast Food,43.0945228137193,-73.72189750283763,
53,HomeOwner-Helper,43.100733,-73.6981349,Construction,43.0945228137193,-73.72189750283763,
54,APlus at Sunoco,43.098889826742756,-73.74823607391393,Coffee Shop,43.0945228137193,-73.72189750283763,
55,Walmart Supercenter,43.104011473797904,-73.74898373424425,Big Box Store,43.0945228137193,-73.72189750283763,
56,KFC,43.099540198448935,-73.74922230303486,Fried Chicken,43.0945228137193,-73.72189750283763,
57,Burger King,43.0981758,-73.750436,Fast Food,43.0945228137193,-73.72189750283763,
58,McDonald's,43.098254499999996,-73.7483908,Fast Food,43.0945228137193,-73.72189750283763,
0,Chipotle Mexican Grill,43.10386429442525,-73.7412460149917,Mexican,43.09486176035686,-73.75260894697799,
1,Triangle Diner,43.096070403657826,-73.77221162243106,Diner,43.09486176035686,-73.75260894697799,
2,Healthy Living Market and Cafe,43.10280721652092,-73.7388184092642,Supermarket,43.09486176035686,-73.75260894697799,
3,PetSmart,43.0993467,-73.7432517,Pet Store,43.09486176035686,-73.75260894697799,
4,Kru Coffee,43.091137508865394,-73.7711689142065,Coffee Shop,43.09486176035686,-73.75260894697799,
5,Saratoga Regional YMCA - Wilton Branch,43.1057559207088,-73.75000654941685,Gym / Fitness,43.09486176035686,-73.75260894697799,
6,Smashburger,43.091509860997256,-73.77127537969768,Burgers,43.09486176035686,-73.75260894697799,
7,Hattie's Chicken Shack,43.103888,-73.741483,Fried Chicken,43.09486176035686,-73.75260894697799,
8,Barnes & Noble,43.101210499510564,-73.74487618349727,Bookstore,43.09486176035686,-73.75260894697799,
9,Kohl's,43.096103,-73.74458800000002,Department Store,43.09486176035686,-73.75260894697799,
10,The Fresh Market,43.09137605584068,-73.77189158542781,Grocery Store,43.09486176035686,-73.75260894697799,
11,Bath & Body Works,43.102089823618336,-73.7375561025603,Cosmetics,43.09486176035686,-73.75260894697799,
12,Caputo's Pizzeria,43.09949555342101,-73.7420814070078,Pizza,43.09486176035686,-73.75260894697799,
13,Hannaford Supermarket,43.0968971,-73.7467575,Supermarket,43.09486176035686,-73.75260894697799,
14,Victoria's Secret PINK,43.10218292140998,-73.73755751201426,Lingerie,43.09486176035686,-73.75260894697799,
15,Benson's Pet Shop,43.106868,-73.736914,Pet Store,43.09486176035686,-73.75260894697799,
16,Bed Bath & Beyond,43.1063648,-73.74159420000002,Furniture / Home,43.09486176035686,-73.75260894697799,
17,Moby Rick's Seafood,43.083809073252276,-73.77455592155457,Fish & Chips,43.09486176035686,-73.75260894697799,
18,Five Guys,43.10407939733499,-73.74128362676647,Burgers,43.09486176035686,-73.75260894697799,
19,Olde Bryan Inn,43.08714957993618,-73.78085257738229,American,43.09486176035686,-73.75260894697799,
20,Golden Corral,43.10241096955996,-73.75078986098714,Buffet,43.09486176035686,-73.75260894697799,
21,Osaka Sushi House,43.10828086871804,-73.7380480004221,Sushi,43.09486176035686,-73.75260894697799,
22,Victoria's Secret,43.10191,-73.73830799999998,Lingerie,43.09486176035686,-73.75260894697799,
23,TGI Fridays,43.105377,-73.74188000000002,American,43.09486176035686,-73.75260894697799,
24,Dairy Haus,43.10323889688475,-73.77200084212544,Ice Cream,43.09486176035686,-73.75260894697799,
25,Comfort Inn & Suites,43.103344,-73.7513895,Hotel,43.09486176035686,-73.75260894697799,
26,Ninety Nine Restaurant,43.105357,-73.739621,American,43.09486176035686,-73.75260894697799,
27,Ulta Beauty,43.1034262,-73.73811740000002,Cosmetics,43.09486176035686,-73.75260894697799,
28,Moe's Southwest Grill,43.10802984060483,-73.73816313406117,Mexican,43.09486176035686,-73.75260894697799,
29,E.B.I. Beverage,43.08970825499757,-73.76990012524995,Food & Drink,43.09486176035686,-73.75260894697799,
